# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-F" "GFF" "-t" "gene" "-g" "locus_tag" "-a" "ref/GCF_000750555.1_ASM75055v1_genomic.gff" "-o" "counts/gene_counts.txt" "bam/SRR13970433.sorted.bam" "bam/SRR13970434.sorted.bam" "bam/SRR13970441.sorted.bam" "bam/SRR13970442.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR13970433.sorted.bam	bam/SRR13970434.sorted.bam	bam/SRR13970441.sorted.bam	bam/SRR13970442.sorted.bam
BW25113_RS17325	NZ_CP009273.1	3468037	3468324	-	288	29	20	55	55
BW25113_RS17330	NZ_CP009273.1	3468332	3468691	-	360	21	21	23	22
BW25113_RS17335	NZ_CP009273.1	3468691	3469077	-	387	30	27	18	23
BW25113_RS17340	NZ_CP009273.1	3469077	3469799	-	723	62	83	68	56
BW25113_RS17345	NZ_CP009273.1	3469966	3470778	-	813	240	253	249	246
BW25113_RS17350	NZ_CP009273.1	3470999	3471217	+	219	7	6	9	11
BW25113_RS17355	NZ_CP009273.1	3471266	3471856	-	591	105	134	111	98
BW25113_RS17360	NZ_CP009273.1	3471951	3472151	-	201	16	12	7	5
BW25113_RS17365	NZ_CP009273.1	3472161	3473966	-	1806	46	44	59	49
BW25113_RS17370	NZ_CP009273.1	3473966	3474517	-	552	23	14	19	22
BW25113_RS17375	NZ_CP009273.1	3474648	3476561	+	1914	88	68	61	86
BW25113_RS17380	NZ_CP009273.1	3476561	3477583	+	1023	34	26	18	28
BW25113_RS17385	NZ_CP009273.1	3477577	3477795	+	219	3	5	4	3
BW25113_RS17390	NZ_CP009273.1	3477849	3478718	+	870	26	17	26	33
BW25113_RS17395	NZ_CP009273.1	3478773	3479177	-	405	19	10	9	11
BW25113_RS17405	NZ_CP009273.1	3479479	3480111	+	633	256	264	191	195
BW25113_RS17410	NZ_CP009273.1	3480162	3482252	+	2091	65	66	41	44
BW25113_RS17415	NZ_CP009273.1	3482319	3483539	-	1221	36	20	18	30
BW25113_RS17420	NZ_CP009273.1	3483625	3484188	-	564	12	5	6	6
BW25113_RS17425	NZ_CP009273.1	3484220	3484822	-	603	20	17	16	18
BW25113_RS17430	NZ_CP009273.1	3484812	3484979	-	168	5	6	8	6
BW25113_RS17435	NZ_CP009273.1	3485084	3485656	-	573	15	26	6	12
BW25113_RS17440	NZ_CP009273.1	3485927	3487108	+	1182	23	28	13	17
BW25113_RS17445	NZ_CP009273.1	3487370	3489913	+	2544	270	271	358	354
BW25113_RS17450	NZ_CP009273.1	3489910	3490236	+	327	25	37	25	31
BW25113_RS17455	NZ_CP009273.1	3490362	3491168	+	807	46	51	38	39
BW25113_RS17460	NZ_CP009273.1	3491187	3492560	+	1374	107	120	137	105
BW25113_RS17465	NZ_CP009273.1	3492807	3492974	+	168	9	1	11	6
BW25113_RS17470	NZ_CP009273.1	3493269	3494606	+	1338	8	15	15	11
BW25113_RS17475	NZ_CP009273.1	3494627	3495649	+	1023	9	15	16	12
BW25113_RS17480	NZ_CP009273.1	3495699	3496529	+	831	11	6	9	7
BW25113_RS17485	NZ_CP009273.1	3496526	3497311	+	786	12	8	12	11
BW25113_RS17490	NZ_CP009273.1	3497411	3498142	+	732	11	8	8	8
BW25113_RS17495	NZ_CP009273.1	3498294	3499379	-	1086	5	13	9	9
BW25113_RS17500	NZ_CP009273.1	3499391	3500695	-	1305	18	19	10	10
BW25113_RS17505	NZ_CP009273.1	3500707	3501060	-	354	0	3	3	2
BW25113_RS17510	NZ_CP009273.1	3501071	3501949	-	879	5	8	12	7
BW25113_RS17515	NZ_CP009273.1	3501946	3503172	-	1227	9	16	12	8
BW25113_RS17520	NZ_CP009273.1	3503172	3504335	-	1164	11	7	9	11
BW25113_RS17525	NZ_CP009273.1	3504419	3504781	-	363	6	8	2	4
BW25113_RS17530	NZ_CP009273.1	3504798	3505703	-	906	19	16	8	9
BW25113_RS17535	NZ_CP009273.1	3505993	3506997	-	1005	47	54	59	51
BW25113_RS17540	NZ_CP009273.1	3506990	3507748	-	759	36	28	33	29
BW25113_RS17545	NZ_CP009273.1	3507741	3508418	-	678	25	29	35	19
BW25113_RS17550	NZ_CP009273.1	3508436	3509272	-	837	32	38	32	49
BW25113_RS17555	NZ_CP009273.1	3509379	3510665	-	1287	181	153	121	116
BW25113_RS17560	NZ_CP009273.1	3510757	3511845	-	1089	197	179	201	178
BW25113_RS17565	NZ_CP009273.1	3511902	3512423	-	522	84	96	112	91
BW25113_RS17570	NZ_CP009273.1	3512824	3514062	-	1239	22	10	14	11
BW25113_RS17575	NZ_CP009273.1	3513974	3514378	-	405	0	4	2	2
BW25113_RS17580	NZ_CP009273.1	3514368	3514808	-	441	1	10	3	3
BW25113_RS17585	NZ_CP009273.1	3514792	3515331	-	540	5	8	2	7
BW25113_RS17590	NZ_CP009273.1	3515331	3516110	-	780	5	12	6	9
BW25113_RS17595	NZ_CP009273.1	3516230	3518782	+	2553	68	74	47	57
BW25113_RS17600	NZ_CP009273.1	3518948	3519508	-	561	16	11	17	15
BW25113_RS17605	NZ_CP009273.1	3519828	3521963	+	2136	36	36	36	30
BW25113_RS17610	NZ_CP009273.1	3522028	3522696	+	669	59	60	68	72
BW25113_RS17615	NZ_CP009273.1	3522707	3523108	+	402	27	58	89	75
BW25113_RS17620	NZ_CP009273.1	3523133	3524011	+	879	106	103	195	183
BW25113_RS17625	NZ_CP009273.1	3524074	3525798	-	1725	32	32	30	26
BW25113_RS17635	NZ_CP009273.1	3526177	3527799	+	1623	1082	1069	531	525
BW25113_RS17640	NZ_CP009273.1	3527875	3529227	-	1353	48	49	48	47
BW25113_RS17645	NZ_CP009273.1	3529224	3529943	-	720	67	55	57	67
BW25113_RS17650	NZ_CP009273.1	3530171	3530647	+	477	7	8	10	10
BW25113_RS17655	NZ_CP009273.1	3530744	3533065	+	2322	59	52	51	60
BW25113_RS17660	NZ_CP009273.1	3533522	3533749	+	228	11	11	14	21
BW25113_RS17665	NZ_CP009273.1	3533766	3536087	+	2322	85	70	115	127
BW25113_RS17670	NZ_CP009273.1	3536087	3536323	+	237	7	10	10	12
BW25113_RS17675	NZ_CP009273.1	3536526	3537404	+	879	14	14	14	11
BW25113_RS17680	NZ_CP009273.1	3537433	3538203	-	771	9	9	9	15
BW25113_RS17685	NZ_CP009273.1	3538241	3538924	+	684	24	22	22	12
BW25113_RS17690	NZ_CP009273.1	3538983	3539558	+	576	57	77	60	64
BW25113_RS17695	NZ_CP009273.1	3539918	3541234	+	1317	48	48	35	33
BW25113_RS17700	NZ_CP009273.1	3541345	3543429	-	2085	397	372	182	195
BW25113_RS17705	NZ_CP009273.1	3543439	3545832	-	2394	492	454	273	322
BW25113_RS17710	NZ_CP009273.1	3546444	3549149	+	2706	264	250	132	131
BW25113_RS17715	NZ_CP009273.1	3549192	3550208	-	1017	13	21	7	8
BW25113_RS17720	NZ_CP009273.1	3550212	3551438	-	1227	15	8	17	12
BW25113_RS17725	NZ_CP009273.1	3551627	3553225	+	1599	29	24	22	18
BW25113_RS17730	NZ_CP009273.1	3553207	3553965	-	759	25	33	22	21
BW25113_RS17735	NZ_CP009273.1	3553982	3554812	-	831	27	20	23	26
BW25113_RS17740	NZ_CP009273.1	3554857	3555183	-	327	6	6	8	12
BW25113_RS17745	NZ_CP009273.1	3555373	3556878	+	1506	153	142	89	92
BW25113_RS17755	NZ_CP009273.1	3557494	3559941	-	2448	399	336	257	250
BW25113_RS17760	NZ_CP009273.1	3559960	3561393	-	1434	257	261	196	174
BW25113_RS17765	NZ_CP009273.1	3561393	3562688	-	1296	307	309	276	242
BW25113_RS17770	NZ_CP009273.1	3562706	3564679	-	1974	235	228	146	160
BW25113_RS17775	NZ_CP009273.1	3564676	3566862	-	2187	260	261	224	216
BW25113_RS17780	NZ_CP009273.1	3567135	3568238	-	1104	229	245	212	228
BW25113_RS17785	NZ_CP009273.1	3568431	3569024	+	594	13	20	9	16
BW25113_RS17790	NZ_CP009273.1	3569081	3570421	-	1341	17	17	12	20
BW25113_RS17795	NZ_CP009273.1	3570425	3570952	-	528	7	12	9	10
BW25113_RS17800	NZ_CP009273.1	3571091	3572086	-	996	20	32	25	26
BW25113_RS17805	NZ_CP009273.1	3572310	3573005	-	696	33	34	30	28
BW25113_RS17810	NZ_CP009273.1	3573128	3574165	-	1038	46	50	50	43
BW25113_RS17815	NZ_CP009273.1	3574498	3574986	+	489	7	7	10	13
BW25113_RS17820	NZ_CP009273.1	3575223	3576401	+	1179	5	2	8	5
BW25113_RS17825	NZ_CP009273.1	3576398	3576814	+	417	2	2	2	0
BW25113_RS17830	NZ_CP009273.1	3576843	3577540	+	698	2	0	2	2
BW25113_RS25760	NZ_CP009273.1	3577764	3577919	+	156	1	6	2	0
BW25113_RS17835	NZ_CP009273.1	3578119	3578403	+	285	3	4	2	2
BW25113_RS17840	NZ_CP009273.1	3578441	3580183	-	1743	22	22	11	12
BW25113_RS17845	NZ_CP009273.1	3580303	3580743	+	441	14	12	6	10
BW25113_RS17850	NZ_CP009273.1	3580730	3581473	-	744	13	13	11	7
BW25113_RS17855	NZ_CP009273.1	3581470	3582540	-	1071	7	14	4	6
BW25113_RS17860	NZ_CP009273.1	3582542	3583387	-	846	12	10	7	6
BW25113_RS17865	NZ_CP009273.1	3583384	3584271	-	888	11	8	6	6
BW25113_RS17870	NZ_CP009273.1	3584369	3585685	-	1317	34	16	23	20
BW25113_RS17880	NZ_CP009273.1	3586084	3586797	-	714	6	5	8	9
BW25113_RS17885	NZ_CP009273.1	3586799	3587566	-	768	3	5	8	3
BW25113_RS17890	NZ_CP009273.1	3587563	3588840	-	1278	14	9	8	13
BW25113_RS17895	NZ_CP009273.1	3588837	3589763	-	927	15	6	5	4
BW25113_RS17900	NZ_CP009273.1	3589811	3590920	-	1110	12	12	13	9
BW25113_RS17905	NZ_CP009273.1	3591344	3591727	+	384	2	6	3	6
BW25113_RS17915	NZ_CP009273.1	3591915	3593018	-	1104	24	18	15	16
BW25113_RS17920	NZ_CP009273.1	3593289	3594143	-	855	531	484	297	302
BW25113_RS17925	NZ_CP009273.1	3594388	3595446	-	1059	55	61	35	48
BW25113_RS17930	NZ_CP009273.1	3595439	3596107	-	669	51	44	38	46
BW25113_RS17935	NZ_CP009273.1	3596110	3597603	-	1494	128	113	76	90
BW25113_RS17940	NZ_CP009273.1	3597753	3598349	+	597	12	8	9	4
BW25113_RS17945	NZ_CP009273.1	3598339	3598608	+	270	6	6	4	4
BW25113_RS17950	NZ_CP009273.1	3598611	3598970	-	360	6	6	11	7
BW25113_RS17955	NZ_CP009273.1	3599111	3599737	+	627	13	18	19	10
BW25113_RS17960	NZ_CP009273.1	3599811	3602009	+	2199	111	108	151	170
BW25113_RS17965	NZ_CP009273.1	3602111	3602356	-	246	11	6	8	11
BW25113_RS17970	NZ_CP009273.1	3602577	3603242	+	666	10	12	16	23
BW25113_RS17975	NZ_CP009273.1	3603315	3603872	+	558	33	28	35	22
BW25113_RS17980	NZ_CP009273.1	3603876	3605093	-	1218	21	33	23	27
BW25113_RS17985	NZ_CP009273.1	3605225	3606274	+	1050	17	13	6	9
BW25113_RS17990	NZ_CP009273.1	3606329	3606916	+	588	10	8	15	14
BW25113_RS17995	NZ_CP009273.1	3607027	3608601	+	1575	24	22	23	19
BW25113_RS18000	NZ_CP009273.1	3608601	3609545	+	945	26	18	10	8
BW25113_RS18005	NZ_CP009273.1	3609542	3610375	+	834	38	31	13	24
BW25113_RS18010	NZ_CP009273.1	3610375	3611139	+	765	47	46	22	22
BW25113_RS18015	NZ_CP009273.1	3611136	3611942	+	807	27	28	28	23
BW25113_RS18020	NZ_CP009273.1	3611948	3612349	+	402	18	26	16	19
BW25113_RS18025	NZ_CP009273.1	3612552	3616787	+	4236	13	11	15	15
BW25113_RS18030	NZ_CP009273.1	3616759	3617142	+	384	0	2	5	1
BW25113_RS18040	NZ_CP009273.1	3617738	3618874	+	1137	20	18	15	15
BW25113_RS18045	NZ_CP009273.1	3619039	3620163	-	1125	24	15	22	23
BW25113_RS18050	NZ_CP009273.1	3620163	3622898	-	2736	66	62	72	62
BW25113_RS18055	NZ_CP009273.1	3622895	3623962	-	1068	108	111	99	98
BW25113_RS26220	NZ_CP009273.1	3624025	3624138	-	114	14	29	22	18
BW25113_RS18060	NZ_CP009273.1	3624328	3625950	-	1623	13	14	18	12
BW25113_RS18080	NZ_CP009273.1	3628201	3629253	+	1053	12	17	16	9
BW25113_RS18085	NZ_CP009273.1	3629568	3630770	-	1203	37	34	16	32
BW25113_RS18090	NZ_CP009273.1	3631002	3632501	+	1500	161	158	132	130
BW25113_RS18095	NZ_CP009273.1	3632745	3633080	-	336	14	14	7	13
BW25113_RS18100	NZ_CP009273.1	3633471	3633905	+	435	154	155	132	123
BW25113_RS26225	NZ_CP009273.1	3633972	3634025	-	54	0	0	0	0
BW25113_RS26230	NZ_CP009273.1	3634003	3634056	-	54	0	0	1	0
BW25113_RS18105	NZ_CP009273.1	3634222	3635691	+	1470	163	151	98	89
BW25113_RS18110	NZ_CP009273.1	3635740	3636492	-	753	15	21	15	19
BW25113_RS18115	NZ_CP009273.1	3636500	3638542	-	2043	88	77	128	129
BW25113_RS18120	NZ_CP009273.1	3638745	3639587	+	843	35	33	23	21
BW25113_RS18125	NZ_CP009273.1	3639659	3641011	+	1353	74	63	65	51
BW25113_RS18130	NZ_CP009273.1	3641065	3641148	-	84	13	10	13	7
BW25113_RS18140	NZ_CP009273.1	3641888	3642241	+	354	5	3	3	5
BW25113_RS18145	NZ_CP009273.1	3642295	3643584	+	1290	12	13	13	15
BW25113_RS18150	NZ_CP009273.1	3643597	3644022	+	426	4	4	4	3
BW25113_RS18160	NZ_CP009273.1	3645542	3646522	-	981	0	0	0	0
BW25113_RS18170	NZ_CP009273.1	3647321	3647887	+	567	9	8	13	7
BW25113_RS18175	NZ_CP009273.1	3648043	3648573	+	531	7	8	6	6
BW25113_RS18180	NZ_CP009273.1	3648615	3649262	-	648	11	5	5	5
BW25113_RS18185	NZ_CP009273.1	3649326	3649652	-	327	6	7	8	2
BW25113_RS18190	NZ_CP009273.1	3649768	3650100	-	333	10	11	11	4
BW25113_RS18195	NZ_CP009273.1	3650355	3650927	+	573	6	1	3	10
BW25113_RS18200	NZ_CP009273.1	3651726	3652253	+	528	4	6	3	7
BW25113_RS18205	NZ_CP009273.1	3652254	3652532	-	279	2	9	4	3
BW25113_RS18210	NZ_CP009273.1	3652640	3653749	+	1110	9	19	9	14
BW25113_RS18215	NZ_CP009273.1	3653774	3656887	+	3114	36	35	32	32
BW25113_RS18220	NZ_CP009273.1	3657250	3657978	-	729	24	33	9	13
BW25113_RS18225	NZ_CP009273.1	3658346	3659170	-	825	15	21	8	5
BW25113_RS18230	NZ_CP009273.1	3659540	3660940	-	1401	11	11	4	5
BW25113_RS18235	NZ_CP009273.1	3661151	3662548	-	1398	36	26	20	15
BW25113_RS18240	NZ_CP009273.1	3662952	3664601	+	1650	26	19	20	17
BW25113_RS18245	NZ_CP009273.1	3664652	3665254	-	603	9	8	6	3
BW25113_RS18250	NZ_CP009273.1	3665774	3666673	+	900	7	10	11	11
BW25113_RS18255	NZ_CP009273.1	3666722	3667735	+	1014	18	12	7	4
BW25113_RS18260	NZ_CP009273.1	3668146	3669468	+	1323	10	18	21	11
BW25113_RS18265	NZ_CP009273.1	3669650	3671710	-	2061	29	38	21	22
BW25113_RS18270	NZ_CP009273.1	3671780	3672547	-	768	10	4	14	13
BW25113_RS18280	NZ_CP009273.1	3672779	3673708	+	930	35	27	25	26
BW25113_RS18285	NZ_CP009273.1	3673804	3675300	-	1497	111	122	66	62
BW25113_RS18290	NZ_CP009273.1	3675521	3676807	-	1287	249	264	160	183
BW25113_RS18295	NZ_CP009273.1	3676990	3678978	-	1989	58	42	29	34
BW25113_RS18300	NZ_CP009273.1	3679060	3682533	-	3474	38	55	52	45
BW25113_RS18305	NZ_CP009273.1	3682515	3683621	-	1107	10	10	4	11
BW25113_RS18310	NZ_CP009273.1	3683628	3685967	-	2340	40	29	22	34
BW25113_RS18315	NZ_CP009273.1	3685978	3688596	-	2619	32	32	22	34
BW25113_RS18320	NZ_CP009273.1	3688593	3689321	-	729	13	12	10	13
BW25113_RS18325	NZ_CP009273.1	3689357	3689545	-	189	2	6	9	2
BW25113_RS18330	NZ_CP009273.1	3689818	3691389	+	1572	59	59	50	49
BW25113_RS18335	NZ_CP009273.1	3691386	3691577	+	192	8	4	3	1
BW25113_RS18340	NZ_CP009273.1	3691574	3693253	+	1680	46	37	21	17
BW25113_RS23010	NZ_CP009273.1	3693340	3693447	-	108	6	11	8	5
BW25113_RS18355	NZ_CP009273.1	3693923	3695194	+	1272	18	28	17	21
BW25113_RS18360	NZ_CP009273.1	3695224	3696228	-	1005	63	54	19	22
BW25113_RS18365	NZ_CP009273.1	3696225	3697208	-	984	52	59	17	16
BW25113_RS18370	NZ_CP009273.1	3697219	3698121	-	903	35	29	7	14
BW25113_RS18375	NZ_CP009273.1	3698131	3699150	-	1020	45	33	11	20
BW25113_RS18385	NZ_CP009273.1	3699458	3701065	-	1608	260	212	79	79
BW25113_RS23145	NZ_CP009273.1	3701808	3701941	-	134	5	2	2	1
BW25113_RS18395	NZ_CP009273.1	3701976	3702052	-	77	1	0	1	1
BW25113_RS18400	NZ_CP009273.1	3702144	3703835	-	1692	105	109	65	66
BW25113_RS18405	NZ_CP009273.1	3704159	3705367	-	1209	8	13	43	40
BW25113_RS18410	NZ_CP009273.1	3705596	3706294	-	699	19	10	16	14
BW25113_RS18415	NZ_CP009273.1	3706452	3707015	+	564	17	26	14	19
BW25113_RS18420	NZ_CP009273.1	3707012	3707452	+	441	14	14	15	10
BW25113_RS18425	NZ_CP009273.1	3707421	3709754	-	2334	36	51	45	50
BW25113_RS18430	NZ_CP009273.1	3709907	3710566	+	660	13	19	13	15
BW25113_RS18435	NZ_CP009273.1	3710670	3711644	+	975	37	37	31	36
BW25113_RS18440	NZ_CP009273.1	3711694	3712404	-	711	92	107	90	73
BW25113_RS18445	NZ_CP009273.1	3712838	3713128	+	291	11	18	4	8
BW25113_RS18450	NZ_CP009273.1	3713409	3713621	+	213	959	933	839	881
BW25113_RS26235	NZ_CP009273.1	3713760	3713831	+	72	0	0	1	0
BW25113_RS18455	NZ_CP009273.1	3713808	3713960	-	153	1	1	2	3
BW25113_RS25300	NZ_CP009273.1	3714040	3715409	+	1370	48	47	51	55
BW25113_RS18470	NZ_CP009273.1	3715688	3717757	-	2070	264	247	223	214
BW25113_RS18475	NZ_CP009273.1	3717767	3718678	-	912	110	125	98	102
BW25113_RS18480	NZ_CP009273.1	3718773	3719072	-	300	3	3	6	4
BW25113_RS18485	NZ_CP009273.1	3719247	3720242	+	996	12	10	6	9
BW25113_RS18490	NZ_CP009273.1	3720284	3720721	-	438	7	6	5	7
BW25113_RS18495	NZ_CP009273.1	3720767	3721108	-	342	3	5	7	3
BW25113_RS18500	NZ_CP009273.1	3721277	3722731	-	1455	28	28	31	22
BW25113_RS18505	NZ_CP009273.1	3722803	3724125	-	1323	20	19	15	14
BW25113_RS18510	NZ_CP009273.1	3724491	3725483	+	993	5	11	11	13
BW25113_RS18515	NZ_CP009273.1	3725561	3727102	+	1542	23	20	18	15
BW25113_RS18520	NZ_CP009273.1	3727080	3728261	+	1182	12	22	14	12
BW25113_RS18525	NZ_CP009273.1	3728339	3729517	+	1179	24	22	16	23
BW25113_RS18530	NZ_CP009273.1	3729713	3730537	-	825	36	61	37	29
BW25113_RS18535	NZ_CP009273.1	3730857	3732887	+	2031	31	36	18	19
BW25113_RS18540	NZ_CP009273.1	3733065	3734318	+	1254	37	38	23	36
BW25113_RS18550	NZ_CP009273.1	3734469	3734942	-	474	14	19	13	11
BW25113_RS18555	NZ_CP009273.1	3735044	3735892	-	849	17	26	20	15
BW25113_RS18560	NZ_CP009273.1	3736093	3737091	+	999	13	9	13	13
BW25113_RS18565	NZ_CP009273.1	3737103	3737570	+	468	2	4	3	3
BW25113_RS18570	NZ_CP009273.1	3737688	3738161	+	474	5	4	2	3
BW25113_RS18575	NZ_CP009273.1	3738164	3739441	+	1278	4	11	8	12
BW25113_RS18580	NZ_CP009273.1	3739454	3740440	+	987	10	5	8	6
BW25113_RS18585	NZ_CP009273.1	3740444	3741940	+	1497	20	16	19	9
BW25113_RS18590	NZ_CP009273.1	3741937	3742599	+	663	9	10	7	7
BW25113_RS18595	NZ_CP009273.1	3742592	3743452	+	861	9	6	10	5
BW25113_RS18600	NZ_CP009273.1	3743446	3744141	+	696	6	17	7	2
BW25113_RS18605	NZ_CP009273.1	3744488	3745228	-	741	4	6	9	10
BW25113_RS18610	NZ_CP009273.1	3745352	3746326	+	975	9	20	9	9
BW25113_RS18615	NZ_CP009273.1	3746323	3747459	-	1137	14	18	16	12
BW25113_RS18620	NZ_CP009273.1	3747465	3747788	-	324	1	1	3	4
BW25113_RS25895	NZ_CP009273.1	3747971	3748114	+	144	1	3	0	1
BW25113_RS18630	NZ_CP009273.1	3748333	3749871	-	1539	33	27	15	18
BW25113_RS18635	NZ_CP009273.1	3750036	3751187	-	1152	13	15	7	13
BW25113_RS18640	NZ_CP009273.1	3751377	3753221	-	1845	137	145	67	53
BW25113_RS18645	NZ_CP009273.1	3753218	3754609	-	1392	78	84	28	44
BW25113_RS18650	NZ_CP009273.1	3754707	3755315	-	609	12	18	8	6
BW25113_RS18655	NZ_CP009273.1	3755543	3759676	+	4134	16	14	13	8
BW25113_RS18660	NZ_CP009273.1	3759697	3760539	+	843	4	6	5	5
BW25113_RS18670	NZ_CP009273.1	3761537	3761998	+	462	5	4	6	5
BW25113_RS18680	NZ_CP009273.1	3763603	3764739	-	1137	12	11	9	13
BW25113_RS18685	NZ_CP009273.1	3764742	3765104	-	363	5	6	4	7
BW25113_RS18690	NZ_CP009273.1	3765641	3767554	+	1914	119	92	80	76
BW25113_RS18695	NZ_CP009273.1	3767784	3768932	+	1149	41	49	42	37
BW25113_RS18700	NZ_CP009273.1	3768932	3769519	+	588	25	21	22	22
BW25113_RS18705	NZ_CP009273.1	3769531	3769740	-	210	20	25	14	18
BW25113_RS18710	NZ_CP009273.1	3770025	3770387	+	363	14	15	14	12
BW25113_RS18715	NZ_CP009273.1	3770759	3772414	+	1656	75	65	37	46
BW25113_RS18720	NZ_CP009273.1	3772414	3773190	+	777	22	26	14	14
BW25113_RS18725	NZ_CP009273.1	3773187	3774377	+	1191	28	27	16	16
BW25113_RS18730	NZ_CP009273.1	3774575	3775048	+	474	32	36	21	13
BW25113_RS18735	NZ_CP009273.1	3775101	3775922	-	822	102	108	67	62
BW25113_RS18740	NZ_CP009273.1	3776002	3777021	-	1020	221	196	177	180
BW25113_RS18745	NZ_CP009273.1	3777021	3777488	-	468	161	168	125	121
BW25113_RS18750	NZ_CP009273.1	3777551	3777802	-	252	74	96	77	90
BW25113_RS18755	NZ_CP009273.1	3777944	3778375	-	432	63	85	74	56
BW25113_RS18760	NZ_CP009273.1	3778620	3780164	+	1545	348	339	275	271
BW25113_RS18765	NZ_CP009273.1	3780198	3781457	+	1260	74	62	48	48
BW25113_RS18770	NZ_CP009273.1	3781461	3782420	+	960	34	31	17	25
BW25113_RS18775	NZ_CP009273.1	3782407	3783441	-	1035	14	14	8	14
BW25113_RS18780	NZ_CP009273.1	3783680	3784705	-	1026	173	178	113	103
BW25113_RS18785	NZ_CP009273.1	3784715	3785911	-	1197	225	187	129	148
BW25113_RS18790	NZ_CP009273.1	3786186	3787043	-	858	16	20	17	12
BW25113_RS18795	NZ_CP009273.1	3787347	3788279	+	933	102	90	84	75
BW25113_RS18800	NZ_CP009273.1	3788289	3789335	+	1047	70	68	66	51
BW25113_RS18805	NZ_CP009273.1	3789339	3790298	+	960	42	32	25	27
BW25113_RS18810	NZ_CP009273.1	3790308	3791567	+	1260	18	18	11	13
BW25113_RS18815	NZ_CP009273.1	3791599	3792672	-	1074	6	10	6	6
BW25113_RS18820	NZ_CP009273.1	3792705	3793556	-	852	4	2	7	8
BW25113_RS18825	NZ_CP009273.1	3793627	3794325	-	699	9	10	7	8
BW25113_RS18830	NZ_CP009273.1	3794343	3795359	-	1017	14	16	12	12
BW25113_RS18835	NZ_CP009273.1	3795399	3796418	-	1020	30	23	18	18
BW25113_RS18840	NZ_CP009273.1	3796418	3797497	-	1080	22	37	24	27
BW25113_RS18845	NZ_CP009273.1	3797541	3798476	-	936	7	17	12	6
BW25113_RS18850	NZ_CP009273.1	3798513	3799310	-	798	29	24	32	19
BW25113_RS18855	NZ_CP009273.1	3799303	3800427	-	1125	56	53	35	43
BW25113_RS18860	NZ_CP009273.1	3800424	3801494	-	1071	31	22	27	38
BW25113_RS18865	NZ_CP009273.1	3801900	3803177	+	1278	28	40	24	23
BW25113_RS18870	NZ_CP009273.1	3803185	3803664	+	480	16	9	8	12
BW25113_RS18875	NZ_CP009273.1	3803703	3804512	-	810	18	15	20	16
BW25113_RS18880	NZ_CP009273.1	3804610	3804777	-	168	122	81	67	74
BW25113_RS18885	NZ_CP009273.1	3804798	3805034	-	237	435	486	410	356
BW25113_RS18890	NZ_CP009273.1	3805251	3805919	-	669	45	37	50	40
BW25113_RS18895	NZ_CP009273.1	3806091	3807311	+	1221	23	26	25	25
BW25113_RS18900	NZ_CP009273.1	3807289	3807747	+	459	21	21	7	12
BW25113_RS18905	NZ_CP009273.1	3807854	3808450	+	597	22	18	18	22
BW25113_RS18910	NZ_CP009273.1	3808487	3809128	-	642	5	10	10	11
BW25113_RS18920	NZ_CP009273.1	3810036	3810899	+	864	107	96	92	114
BW25113_RS18925	NZ_CP009273.1	3811120	3811944	+	825	27	28	22	21
BW25113_RS18930	NZ_CP009273.1	3812234	3812851	+	618	13	16	13	6
BW25113_RS18935	NZ_CP009273.1	3812848	3814530	-	1683	21	17	25	21
BW25113_RS18940	NZ_CP009273.1	3814788	3815411	+	624	83	93	74	61
BW25113_RS18945	NZ_CP009273.1	3815466	3815741	+	276	66	55	55	40
BW25113_RS18950	NZ_CP009273.1	3815760	3817868	+	2109	159	143	128	132
BW25113_RS18955	NZ_CP009273.1	3817875	3818564	+	690	31	28	22	13
BW25113_RS18960	NZ_CP009273.1	3818570	3820651	+	2082	40	45	29	29
BW25113_RS18965	NZ_CP009273.1	3820820	3822025	-	1206	27	26	31	36
BW25113_RS18970	NZ_CP009273.1	3822305	3823696	+	1392	28	28	18	9
BW25113_RS18975	NZ_CP009273.1	3823817	3825526	+	1710	52	41	56	51
BW25113_RS18980	NZ_CP009273.1	3825579	3827897	-	2319	32	26	29	23
BW25113_RS18985	NZ_CP009273.1	3827907	3829289	-	1383	13	15	14	16
BW25113_RS18990	NZ_CP009273.1	3829582	3829676	+	95	4	2	1	1
BW25113_RS19000	NZ_CP009273.1	3830313	3831497	+	1185	11	6	7	10
BW25113_RS19005	NZ_CP009273.1	3831608	3832531	+	924	21	11	10	7
BW25113_RS19010	NZ_CP009273.1	3832535	3833353	-	819	11	21	13	16
BW25113_RS19020	NZ_CP009273.1	3833575	3833868	+	294	5	5	5	2
BW25113_RS19025	NZ_CP009273.1	3833909	3835099	-	1191	14	18	23	17
BW25113_RS19030	NZ_CP009273.1	3835310	3835762	-	453	6	6	6	5
BW25113_RS19035	NZ_CP009273.1	3835815	3837149	-	1335	10	20	15	7
BW25113_RS19040	NZ_CP009273.1	3837324	3839090	+	1767	30	41	26	21
BW25113_RS19045	NZ_CP009273.1	3839136	3840527	-	1392	40	49	18	27
BW25113_RS19050	NZ_CP009273.1	3840665	3841984	-	1320	13	21	10	12
BW25113_RS19055	NZ_CP009273.1	3841994	3843496	-	1503	23	15	28	21
